0x71013c12a0,"MicInput"
0x71013ed0a0,"%d_%s"
0x71013ed0a6,"expand"
0x71013ed0ad,"トーンオフセット１"
0x71013ed0c9,"トーンオフセット２"
0x71013ed0e5,"レベル補正１"
0x71013ed0f8,"Icon=COLOR"
0x71013ed103,"FrustumProjection"
0x71013ed115,"Icon = IN"
0x71013ed11f,"ゴースト数"
0x71013ed12f,"span_multiply"
0x71013ed13d,"FilterAA"
0x71013ed148,"Sample Pair Num"
0x71013ed158,"%sfinalgather"
0x71013ed166,"Min=0,Max=10000"
0x71013ed176,"summary"
0x71013ed17e,"near_enable"
0x71013ed18a,"enable_reduce_draw"
0x71013ed19d,"dof"
0x71013ed1a1,"サンプル点オフセットX"
0x71013ed1c5,"BlendMode%d"
0x71013ed1d1,"IsEnableRotate%d"
0x71013ed1e2,"CenterPosAlphaRate%d"
0x71013ed1f7,"Icon = LIGHT"
0x71013ed204,"Near Far Margin"
0x71013ed214,"force_array"
0x71013ed220,"resolutionMode"
0x71013ed22f,"PCFサンプリング数設定"
0x71013ed24e,"ShadowPrePass"
0x71013ed25c,"DynamicCaptureUseName"
0x71013ed272,"BC5"
0x71013ed276,"MassDrawOn"
0x71013ed281,"y_fog"
0x71013ed287,"skybox"
0x71013ed28e,"グラフィックス処理負荷アナライザ"
0x71013ed2bf,"大気散乱使うかどうか"
0x71013ed2de,"FarClearParam"
0x71013ed2ec,"src_alpha"
0x71013ed2f6,"Greater"
0x71013ed2fe,"10"
0x71013ed301,"３Ｄ（空）"
0x71013ed311,"Mii[顔モデル](デプスシャドウ)"
0x71013ed33a,"中景"
0x71013ed341,"２Ｄヘッド"
0x71013ed351,"２Ｄリザルト"
0x71013ed364,"２Ｄエフェクト"
0x71013ed37a,"ClassName"
0x71013ed384,"YFogColorBlue"
0x71013ed392,"CollisionOffset"
0x71013ed3a2,"TexMoveSpeed"
0x71013ed3af,"PrePassLights"
0x71013ed3bd,"SeUserName"
0x71013ed3c8,"InitOceanWave"
0x71013ed3d6,"InitScreenPoint"
0x71013ed3e6,"InitLayoutActor"
0x71013ed3f6,"IsStopScenePlayers"
0x71013ed409,"バウンド1回目"
0x71013ed41d,"SurfaceEffectMtx"
0x71013ed42e,"足あとサーバー"
0x71013ed444,"LocalRotate"
0x71013ed450,"cSkyViewProj1"
0x71013ed45e,"depth_end_single"
0x71013ed46f,"uDepth"
0x71013ed476,"太陽の初期角度（Ｘ軸角度で指定）"
0x71013ed4a7,"RenderMaterialMiiFace"
0x71013ed4bd,"_w0"
0x71013ed4c1,"cTexTransformHeightMap"
0x71013ed4d8,"Thin Mat Map"
0x71013ed4e5,"Grass Soil"
0x71013ed4f0,"Mirror2ActorName"
0x71013ed501,"Mirror Deferred Shading Target"
0x71013ed520,"IsUsingShadowCamera"
0x71013ed534,"WholeAOSO"
0x71013ed53e,"REQ_START"
0x71013ed548,"SeEffectInfoList"
0x71013ed559,"BgmResourceStdSystem"
0x71013ed56e,"EnableSituationInfoList"
0x71013ed586,"Volume"
0x71013ed58d,"SoundData/BgmDataBase"
0x71013ed5a3,"BgmResourceInfoList.byml"
0x71013ed5bc,"St4"
0x71013ed5c0,"Pd10"
0x71013ed5c5,"OutOfRangeDistanceMax"
0x71013ed5db,"LayoutPosMaxBottomY"
0x71013ed5ef,"Param"
0x71013ed5f5,"CameraAngleVerticalRequestArea"
0x71013ed614,"SingleModeOffsetY3m"
0x71013ed628,"Medium Distance [no zoom]"
0x71013ed642,"カエル用"
0x71013ed64f,"MinusX"
0x71013ed656,"VerticalAbsorb"
0x71013ed665,"DefaultTickets"
0x71013ed674,"弱[縦]"
0x71013ed67d,"InitCamera"
0x71013ed688,"主観"
0x71013ed68f,"IsJumpFlipLod"
0x71013ed69d,"AlsoUseViewCtrlCulling"
0x71013ed6b4,"VibrationWaveList"
0x71013ed6c6,"SHADOW_COMPOSE_TYPE"
0x71013ed6da,"DeferredRenderingMaterial"
0x71013ed6f4,"alQuaterResBuffer"
0x71013ed706,"PosOffsetBetweenSensors"
0x71013ed71e,"FollowTrans"
0x71013ed72a,"Min=%5.1f,Max=%5.1f"
0x71013ed73e,"@*"
0x71013ed741,"_%s.bffnt"
0x71013ed74b,"EUde"
0x71013ed750,"DateDetailDefault"
0x71013ed762,"NoiseTexture::Worley2D"
0x71013ed779,"Reduction"
0x71013ed783,"PencilSketchDraw"
0x71013ed794,"IsOnlyNormalLineDraw"
0x71013ed7a9,"NearParam"
0x71013ed7b3,"alGenerateMipmap"
0x71013ed7c4,"uBlackParam"
0x71013ed7d0,"uMipLevelParam"
0x71013ed7df,"ToonStep"
0x71013ed7e8,"ToonWidth"
0x71013ed7f2,"ノイズテクスチャ"
0x71013ed80b,"uNoiseTexture"
0x71013ed819,"uIndirectTexture"
0x71013ed82a,"明度オフセット"
0x71013ed840,"BlackPoint"
0x71013ed84b,"uMetalParams1"
0x71013ed859,"uMetalParams3"
0x71013ed867,"IsPointSampling"
0x71013ed877,"Min=0, Max=3"
0x71013ed884,"alVignettingShader"
0x71013ed897,"LocalVariableList"
0x71013ed8a9,"MaxChannels"
0x71013ed8b5,"FusedMode"
0x71013ed8bf,"ReflectionsDelay"
0x71013ed8d0,"カメラ位置オフセット"
0x71013ed8ef,"SePmForceDieDummy"
0x71013ed901,"SePmForceDiePoison"
0x71013ed914,"マトリクスとオフセット"
0x71013ed936,"ファンファーレ"
0x71013ed94c,"erepo_region"
0x71013ed959,"メモリ不足で内部送信データが作成できませんでした[allocatable size : %u]"
0x71013ed9b9,"MirrorArea"
0x71013ed9c4,"NeedleRollerBreakArea"
0x71013ed9da,"Explode"
0x71013ed9e2,"BossGorobonBodyColor"
0x71013ed9f7,"FallBack"
0x71013eda00,"MoveDown"
0x71013eda09,"ArmR"
0x71013eda0e,"BunbunSpinArm2"
0x71013eda1d,"AppearJump"
0x71013eda28,"ShellAttackStart"
0x71013eda39,"DropShell"
0x71013eda43,"SwitchNormalSkyOn"
0x71013eda55,"InitDemo"
0x71013eda5e,"RainOff"
0x71013eda66,"RightWrist"
0x71013eda71,"BAR_Red"
0x71013eda79,"SingleMode_GuideMessage"
0x71013eda91,"PgShellWheelJumpLv"
0x71013edaa4,"Spine"
0x71013edaaa,"デモ[バトル開始]"
0x71013edac2,"DamageBigSecond"
0x71013edad2,"はねる爆弾保持"
0x71013edae8,"DemoTargetKoopa"
0x71013edaf8,"DownLastTopSmall"
0x71013edb09,"Shot"
0x71013edb0e,"Mouth1"
0x71013edb15,"RouteDokanClimb"
0x71013edb25,"ClimbJumpStart"
0x71013edb34,"PunpunDivisionFur"
0x71013edb46,"SpawnPointPlayerLeadInterpSpeed"
0x71013edb66,"Last Phase 3 Anti Force Jump Area XY Scale Big"
0x71013edb95,"Last Phase 3 Laser Attack Start Frame Lv 4 Tier Jump"
0x71013edbca,"LastPhase3ForceJumpAreaOverride"
0x71013edbea,"ChaseSpikeLand"
0x71013edbf9,"LastPhase3AntiForceJumpArea"
0x71013edc15,"Spawn Height Plessie"
0x71013edc2a,"DisasterLaserPlessieChaseLv4V2"
0x71013edc49,"LaserChargeFast"
0x71013edc59,"PlayerLead"
0x71013edc64,"StartDelay"
0x71013edc6f,"InitBlackSun"
0x71013edc7c,"TentackLv2"
0x71013edc87,"PgPushSign"
0x71013edc92,"DamageDead"
0x71013edc9d,"テンタックLv3：子蛇Lv2"
0x71013edcbc,"PgBurnAdd"
0x71013edcc6,"BreakLand"
0x71013edcd0,"CameraDistance"
0x71013edcdf,"IsValidAutoLook"
0x71013edcef,"IsInvalidAutoLowAngleReset"
0x71013edd0a,"Entrance"
0x71013edd13,"MinAngleH"
0x71013edd1d,"railCameraOutStep"
0x71013edd2f,"Controls"
0x71013edd38,"LR_Bottom"
0x71013edd42,"LuckyIsle_COMPLETE"
0x71013edd55,"PicOceanIcons"
0x71013edd63,"コース選択泡"
0x71013edd76,"PgEnterStart"
0x71013edd83,"RouteDokanOut"
0x71013edd91,"ロケット岩"
0x71013edda1,"DemoRocketAppearance"
0x71013eddb6,"SwitchDemoAppearanceOn"
0x71013eddcd,"PgDecideEnter"
0x71013edddb,"UnlockFlag"
0x71013edde6,"FinalFightCheer"
0x71013eddf6,"PhaseStartGuide_Phase4_PartA"
0x71013ede13,"OpeningSwitch1BOn"
0x71013ede25,"DemoPlayer"
0x71013ede30,"SwitchId"
0x71013ede39,"MovingCamera"
0x71013ede46,"バクダン"
0x71013ede53,"BonzeFur"
0x71013ede5c,"[state]フリーズ"
0x71013ede70,"PressDownPress"
0x71013ede7f,"自然消滅"
0x71013ede8c,"AttackR"
0x71013ede94,"PickupSpikeGuide_DualJoycons"
0x71013edeb1,"BlowDownCoverd"
0x71013edec0,"[state]クローラー発射"
0x71013ededd,"WallHit"
0x71013edee5,"ファイアブロスファイアボール"
0x71013edf10,"RailBrake"
0x71013edf1a,"ゴロボン壊れモデル"
0x71013edf36,"FlyWaitStart"
0x71013edf43,"[state]ジャンプパネルジャンプ"
0x71013edf6c,"IsChangeBoxKuribo"
0x71013edf7e,"AppearSignTime"
0x71013edf8d,"DepthNum"
0x71013edf96,"Nokonoko"
0x71013edf9f,"FireFlower"
0x71013edfaa,"PackunFlowerFur"
0x71013edfba,"パックンフラワー土台"
0x71013edfd9,"HoleModelName"
0x71013edfe7,"SwimClimbPressDown"
0x71013edffa,"SwitchReset"
0x71013ee006,"JumpVoice"
0x71013ee010,"左腕"
0x71013ee017,"BlockDragonBody"
0x71013ee027,"ColorRed"
0x71013ee030,"TxtIslandName"
0x71013ee03e,"PicCursor_UP_Generic"
0x71013ee053,"CameraSensitivityHigh"
0x71013ee069,"DashPanel"
0x71013ee073,"TorpedoSpikeRestrictionOffset"
0x71013ee091,"PlayerSensor"
0x71013ee09e,"MovingStep_Dsp"
0x71013ee0ad,"PlessieAttackFly"
0x71013ee0be,"AttachTo"
0x71013ee0c7,"ScenarioBannerAppear"
0x71013ee0dc,"Brigade"
0x71013ee0e4,"TxtCounter_ds"
0x71013ee0f2,"TxtCounterStamp"
0x71013ee102,"ガイドパーツ"
0x71013ee115,"ParGuide_Guide_Delete"
0x71013ee12b,"CopyFile2"
0x71013ee135,"FileSelect_File2World"
0x71013ee14b,"FileSelect_File3World"
0x71013ee161,"TxtGoalNum"
0x71013ee16c,"Mystery5Stars"
0x71013ee17a,"GateKeeper"
0x71013ee185,"W2"
0x71013ee188,"Miiverseバルーン"
0x71013ee19d,"CaptainKinopio"
0x71013ee1ac,"WindowConfirmPauseMenu"
0x71013ee1c3,"PlayerEntryMiniParts_"
0x71013ee1d9,"PlayerEntryJumpOut"
0x71013ee1ec,"RCS_ControlGuideBar_VoiceInfoOption"
0x71013ee210,"Button4"
0x71013ee218,"Appear_Title"
0x71013ee225,"Char3"
0x71013ee22b,"PgOneUp"
0x71013ee233,"CounterScenarioShine"
0x71013ee248,"ステージタイマー"
0x71013ee261,"StockBlur"
0x71013ee26b,"AppearButtons"
0x71013ee279,"WindowConfirmReport"
0x71013ee28d,"PageStart"
0x71013ee297,"PgCancel"
0x71013ee2a0,"ColorDefault"
0x71013ee2ad,"    Value++"
0x71013ee2b9,"CPU Trace %c"
0x71013ee2c6,"BRK         "
0x71013ee2d3,"PHP         "
0x71013ee2e0,"LSR %02X      "
0x71013ee2ef,"ROR %02X,x    "
0x71013ee2fe,"STA %02X%02X,x  "
0x71013ee30f,"undef cmp_c3"
0x71013ee31c,"CMP %02X,x    "
0x71013ee32b,"CLD         "
0x71013ee338,"undef sbc_e7"
0x71013ee345,"cBase"
0x71013ee34b,"PgHitWall"
0x71013ee355,"Ball"
0x71013ee35a,"ブンブン"
0x71013ee367,"NormalCenterLow"
0x71013ee377,"Goal"
0x71013ee37c,"チョイスブロック小"
0x71013ee398,"RailBlockMoveType"
0x71013ee3aa,"透明ブロック"
0x71013ee3bd,"ダミーモデル[スーパーこのは]"
0x71013ee3e7,"コインボックス【アイテム状態】"
0x71013ee415,"ReactionAttack"
0x71013ee424,"SwitchFireAllOn"
0x71013ee434,"カメレオンヒップドロップ状態"
0x71013ee45f,"カブ"
0x71013ee466,"IsUseRootScale"
0x71013ee475,"CancelDistance"
0x71013ee484,"TimerCountL"
0x71013ee490,"EndCloudBonusLauncher"
0x71013ee4a6,"IsUseLaunchCamera"
0x71013ee4b8,"PgFall"
0x71013ee4bf,"DelayStep"
0x71013ee4c9,"コインローテータ"
0x71013ee4e2,"出現デモ"
0x71013ee4ef,"PgGetAdd"
0x71013ee4f8,"FLOW INDEX: %d/%d"
0x71013ee50a,"DisasterLastPhase3On"
0x71013ee51f,"ForeverSpike"
0x71013ee52c,"DokanGoldTrace"
0x71013ee53b,"IsControlPlayerOut"
0x71013ee54e,"HipDropIn"
0x71013ee558,"FireworksLight"
0x71013ee567,"IsFireAtOnce"
0x71013ee574,"JntFlag6"
0x71013ee57d,"Flipped"
0x71013ee585,"WaitUnravel"
0x71013ee591,"Path Bow Tie Move Height"
0x71013ee5aa,"Path Atom Move Time"
0x71013ee5be,"ExitAngleV"
0x71013ee5c9,"IsSetExitInterpolate"
0x71013ee5de,"InkLinkID"
0x71013ee5e8,"GoalItemEmpty"
0x71013ee5f6,"Animate"
0x71013ee5fe,"HeadIslandClear"
0x71013ee60e,"GoalDemo"
0x71013ee617,"MysteryHouseClear"
0x71013ee629,"GoalPoleSuper"
0x71013ee637,"妖精プリンセス着目"
0x71013ee653,"WaitGoalPoleLast"
0x71013ee664,"RailRunDamp"
0x71013ee670,"Arrival"
0x71013ee678,"IsFloorTouchStart"
0x71013ee68a,"SinkZ"
0x71013ee690,"被り物姿勢制御"
0x71013ee6a6,"FocusCameraHoldStep_5"
0x71013ee6bc,"PgAppearBubble"
0x71013ee6cb,"ダブルマリオアイテムリスト"
0x71013ee6f3,"FlipEd"
0x71013ee6fa,"KinokoGigaBody"
0x71013ee709,"[state]逃げる"
0x71013ee71a,"DisplayRadius"
0x71013ee728,"GraffitiIMono"
0x71013ee736,"GlassBlink"
0x71013ee741,"ミステリーボックスバインド操作"
0x71013ee76f,"接地"
0x71013ee776,"WaterDeferredModel"
0x71013ee789,"WaterDataBoss4"
0x71013ee798,"IsUseSmallClippingRadius"
0x71013ee7b1,"青色"
0x71013ee7b8,"IsPush"
0x71013ee7bf,"Mario_Red"
0x71013ee7c9,"RedBlueBlock"
0x71013ee7d6,"ReverseAxis"
0x71013ee7e2,"SePlayObj"
0x71013ee7ec,"ShardID"
0x71013ee7f4,"SnapshotGuide"
0x71013ee802,"WaitDisaster"
0x71013ee80f,"監視スポットライト"
0x71013ee82b,"Max Splat Frame"
0x71013ee83b,"Hover"
0x71013ee841,"ScrollInitSpeed"
0x71013ee851,"スーパーこのは取得"
0x71013ee86d,"TestAndoGoalPole"
0x71013ee87e,"ObjectData/PeachMini"
0x71013ee893,"LeftBind"
0x71013ee89c,"ゲットアイテム"
0x71013ee8b2,"OutSpeed"
0x71013ee8bb,"ReturnAngleV"
0x71013ee8c8,"SwitchOff"
0x71013ee8d2,"SwitchTimerOn"
0x71013ee8e0,"引き戻し泡影"
0x71013ee8f3,"空中ブランコ操作グループ"
0x71013ee918,"空中ブランコパペッタ"
0x71013ee937,"TrapezeLength"
0x71013ee945,"TreeLongB"
0x71013ee94f,"Puppet3"
0x71013ee957,"ワープキューブバインド操作グループ"
0x71013ee98b,"丸太"
0x71013ee992,"kadoi"
0x71013ee998,"TouchJoy"
0x71013ee9a1,"NPC待機"
0x71013ee9ab,"ActionName"
0x71013ee9b6,"NekoExit"
0x71013ee9bf,"レンガブロック[壊れる]★"
0x71013ee9e3,"WaitLookLeftStart"
0x71013ee9f5,"DemoRosettaAppearance"
0x71013eea0b,"GigaClimbMane"
0x71013eea19,"WallHitLandSquat"
0x71013eea2a,"GigaJumpBackHigh"
0x71013eea3b,"LandTurn"
0x71013eea44,"GiantLand"
0x71013eea4e,"PunchedJump"
0x71013eea5a,"GigaCatStepR"
0x71013eea67,"SePvPassCheckPoint"
0x71013eea7a,"HipDropKnockDownRadiusMin"
0x71013eea94,"RollingMinSpeed"
0x71013eeaa4,"RaccoonDogWaitRollingNoBrakeFrame"
0x71013eeac6,"RaccoonDogWaitRollingSideMaxSpeed"
0x71013eeae8,"SlideSideMaxSpeedOnLevelLand"
0x71013eeb05,"GigaGroundSpinBrake"
0x71013eeb19,"GigaLongJumpSlowGravity"
0x71013eeb31,"PgVanishInRouteDokan"
0x71013eeb46,"スコア化"
0x71013eeb53,"ObjectData/MarioRaccoonDogSilhouette"
0x71013eeb78,"MarioMiniHandR"
0x71013eeb87,"DemoKoopaJrAllyEmphasis"
0x71013eeb9f,"JointControllerNum"
0x71013eebb2,"LimitDegree"
0x71013eebbe,"DamageHit"
0x71013eebc8,"MoveTrail2P"
0x71013eebd4,"PlayerDamaged"
0x71013eebe2,"KoopaJrCollected"
0x71013eebf3,"シュモック"
0x71013eec03,"KinopioBrigadeMemberActorBlue"
0x71013eec21,"Skirt1"
0x71013eec28,"cam_ctrl_sensitivity"
0x71013eec3d,"characters"
0x71013eec48,"InSand"
0x71013eec4f,"RaidonSurfStart"
0x71013eec5f,"Despawn"
0x71013eec67,"PgRemoved"
0x71013eec71,"WaterHit"
0x71013eec7a,"Phase4"
0x71013eec81,"ChorobonColony"
0x71013eec90,"ChorobonCubeHolder"
0x71013eeca3,"DemoObjBase"
0x71013eecaf,"JumpFlipSweetsCream"
0x71013eecc3,"OccludedEffectRequester"
0x71013eecdb,"Swimmer"
0x71013eece3,"DemoSingleModeEndingScene"
0x71013eecfd,"SMDemo"
0x71013eed04,"OutWater"
0x71013eed0d,"KoopaJR"
0x71013eed15,"DisasterModeBowser"
0x71013eed28,"RaidonSpawnList"
0x71013eed38,"SingleModeTitleScene"
0x71013eed4d,"TitleDemo00Stage"
0x71013eed5e,"ゲームデータ保持"
0x71013eed77,"キノピオの家"
0x71013eed8a,"PlayerName"
0x71013eed95,"NEW"
0x71013eed99,"WallCode"
0x71013eeda2,"StoneWet"
0x71013eedab,"巨人ヒップドロップヒット"
0x71013eedd0,"ツッコンドルアタックヒット"
0x71013eedf8,"Phase4V2Scene"
0x71013eee06,"nvnDeviceBuilderSetFlags"
0x71013eee1f,"nvnQueueBuilderSetFlags"
0x71013eee37,"nvnQueueBuilderGetFlags"
0x71013eee4f,"nvnWindowBuilderSetTextures"
0x71013eee6b,"nvnWindowGetNumTextures"
0x71013eee83,"nvnSamplerBuilderGetMinMagFilter"
0x71013eeea4,"nvnColorStateSetDefaults"
0x71013eeebd,"nvnMultisampleStateGetAlphaToCoverageDither"
0x71013eeee9,"nvnMultisampleStateSetRasterSamples"
0x71013eef0d,"nvnMultisampleStateSetCoverageToColorEnable"
0x71013eef39,"nvnCommandBufferSetDebugLabel"
0x71013eef57,"nvnCommandBufferSetMemoryCallback"
0x71013eef79,"nvnCommandBufferDispatchCompute"
0x71013eef99,"nvnCommandBufferUpdateUniformBuffer"
0x71013eefbd,"nvnCommandBufferSetRenderTargets"
0x71013eefde,"Loop"
0x71013eefe3,"__CUS_Vec2_3"
0x71013eeff0,"__CUS_Rgba_3"
0x71013eeffd,"%s_%d"
0x71013ef003,"%s/%s"
0x71013ef009,"  TempBuffer      WorkSize : %d \n"
0x71013ef02b,"sysLocalPosAttr"
0x71013ef03b,"ShaderBinary Bind Error.\n"
0x71013ef055,"sysEmitterFieldUniformBlock"
0x71013ef071,"sysCurlNoiseTextureArray"
0x71013ef08a,"-------[ResourceInfo]-------\n"
0x71013ef0a8,"Primitive      Num :%8d\n"
0x71013ef0c1,"           TailPtr: 0x%016llX\n"
0x71013ef0e0,"NaN"
0x71013ef0e4,"sead::ControllerMgr"
0x71013ef0f8,"May"
0x71013ef0fc,"月"
0x71013ef100,"SdkRequires"
0x71013ef10c,"CLB1"
0x71013ef111,"NVN_DEVICE_INFO_API_MINOR_VERSION"
0x71013ef133,"cTextureFormat_R16_uInt"
0x71013ef14b,"cTextureFormat_A1_B5_G5_R5_uNorm"
0x71013ef16c,"cTextureFormat_BC5_uNorm"
0x71013ef185,"Icon=%s, BgColor=%s"
0x71013ef199,"stringRef"
0x71013ef1a3,"reduce_8"
0x71013ef1ac,"texture_2d_array"
0x71013ef1bd,"texture_texcoord"
0x71013ef1ce,"sh_volume_rect_mrt"
0x71013ef1e1,"sky_copy_irradiance"
0x71013ef1f5,"cNV12DecodeParam"
0x71013ef206,"cToyCam_Saturation2"
0x71013ef21a,"cTexCorrectionMap"
0x71013ef22c,"uTexCoordScale"
0x71013ef23b,"cIndirectTexMtx1"
0x71013ef24c,"cVignettingColor"
0x71013ef25d,"cNearFarTexSize"
0x71013ef26d,"cNormalizedLinearDepth"
0x71013ef284,"SpotLightView"
0x71013ef292,"AABB"
0x71013ef297,"Cylinder"
0x71013ef2a0,"ShapeInfo"
0x71013ef2aa,"cSrcStep"
0x71013ef2b3,"cRoughnessTexture"
0x71013ef2c5,"cColorTexture"
0x71013ef2d3,"UTF8"
0x71013ef2d8,"Compute"
0x71013ef2e0,"Min = 0.001, Max = 10.0"
0x71013ef2f8,"フォグ終了距離"
0x71013ef30e,"cSizeBakedRangeTransmittance"
0x71013ef32b,"Single Scattering Rayleigh"
0x71013ef346,"\r\n%s\r\n%s"
0x71013ef34f,"フォーマット変更"
0x71013ef368,"blur"
0x71013ef36d,"drift_r"
0x71013ef375,"トイカメラフィルタ"
0x71013ef391,"at_offset"
0x71013ef39b,"const"
0x71013ef3a1,"高輝度バッファを内部生成する"
0x71013ef3cc,"threshold"
0x71013ef3d6,"Min = -2, Max = 2"
0x71013ef3e8,"Min = 0.1, Max = 5.0"
0x71013ef3fd,"fxaa_reprojection_move_limit"
0x71013ef41a,"density"
0x71013ef422,"Default Density"
0x71013ef432,"Min=0, Max=10"
0x71013ef440,"refbuf_normal"
0x71013ef44e,"Saturate min"
0x71013ef45b,"vignetting_blend"
0x71013ef46c,"vignetting_shape_1"
0x71013ef47f,"%AGL_ROOT%/tools/temporary"
0x71013ef49a,"GroupHeader = list of textures loaded from resource, Layout = Grid, NumCol = 5, NumRow = %d"
0x71013ef4f6,"参照テクスチャ名"
0x71013ef50f,"???"
0x71013ef513,"Lens flare Preset"
0x71013ef525,"CenterPosScalingPow%d"
0x71013ef53b,"EnvSet"
0x71013ef542,"Expand To Mem2"
0x71013ef551,"scissor"
0x71013ef559,"shadow_map_expand_mem2"
0x71013ef570,"Min = 0,Max = 5"
0x71013ef580,"UpdateTextureCacheThread"
0x71013ef599,"Graphics Load"
0x71013ef5a7,"one_minus_const_alpha"
0x71013ef5bd,"add"
0x71013ef5c1,"ActorModelDrawInvincible"
0x71013ef5da,"２Ｄ（サブ画面のみ）"
0x71013ef5f9,"YFogShadowIntensity"
0x71013ef60d,"通常,裏面"
0x71013ef61b,"LPP_ENABLE_SPECULAR"
0x71013ef62f,"LPP_ENABLE_BACK"
0x71013ef63f,"全てのアクター"
0x71013ef655,"InitLod"
0x71013ef65d,"ReactionName"
0x71013ef66a,"自分で振動"
0x71013ef67a,"AssistStopSync"
0x71013ef689,"IsRideOnlyMove"
0x71013ef698,"category_light_info%02d"
0x71013ef6b0,"LallenLeaves"
0x71013ef6bd,"ぼけ開始深度"
0x71013ef6d0,"マルチ時のぼけ終了深度"
0x71013ef6f2,"被写界深度描画"
0x71013ef708,"IsEnableByValue"
0x71013ef718,"ChromaticAberrationSize"
0x71013ef730,"uColorCorrectionTable"
0x71013ef746,"StreakColor2"
0x71013ef753,"RENDER_TYPE"
0x71013ef75f,"IsClosed"
0x71013ef768,"acceleration"
0x71013ef775,".byml"
0x71013ef77b,"SoundData/"
0x71013ef786,"SystemData/PreLoad"
0x71013ef799,"%sDesign%d.bfres"
0x71013ef7aa,"PasDeltaSR3D"
0x71013ef7b7,"_i0"
0x71013ef7bb,"ObjectData/SceneModelLightParam"
0x71013ef7db,"NoData"
0x71013ef7e2,"4:暗めスフィアマップ（パネル）"
0x71013ef80f,"fresnel_curve"
0x71013ef81d,"FresnelWorld"
0x71013ef82a,"silhouette_curve"
0x71013ef83b,"Silhouette"
0x71013ef846,"Magma Map"
0x71013ef850,"BlockIntensity"
0x71013ef85f,"CubeBlock"
0x71013ef869,"%s: %d\n"
0x71013ef871,"SklAnim"
0x71013ef879,"Kind"
0x71013ef87e,"%d,%03d"
0x71013ef886,"TargetVolume"
0x71013ef893,"TrackNo"
0x71013ef89b,"ChangeVolume"
0x71013ef8a8,"Sq2"
0x71013ef8ac,"Pd9"
0x71013ef8b0,"IsKeepInAir"
0x71013ef8bc,"IsFollowLookAtPlayerX"
0x71013ef8d2,"CameraOffsetUp"
0x71013ef8e1,"長い微弱"
0x71013ef8ee,"CameraArea2D"
0x71013ef8fb,"NoDelete_RootArea"
0x71013ef90d,"PlusZ"
0x71013ef913,"OrthoProjectionNearClipWidth"
0x71013ef930,"定点"
0x71013ef937,"軸上移動＋注視距離固定"
0x71013ef959,"スナップショットモード中のカメラ制御"
0x71013ef990,"NearDistance"
0x71013ef99d,"linkName"
0x71013ef9a6,"indirect_texture"
0x71013ef9b7,"alQuaterResBufferLinearDepth"
0x71013ef9d4,"cSourceTexture"
0x71013ef9e3,"EffectData.ptcl"
0x71013ef9f3,"ScreenEffect"
0x71013efa00,"KeepEmitter"
0x71013efa0c,"EmitBillboard"
0x71013efa1a,"EmitScale"
0x71013efa24,"%s,Menu=True,MenuDefault=Auto"
0x71013efa42,"AlignLeft"
0x71013efa4c,"Scream"
0x71013efa53,"PlayerIcon"
0x71013efa5e,"SnowCovered3D"
0x71013efa6c,"エッジ有効深度"
0x71013efa82,"ColorClampDraw"
0x71013efa91,"MipLevelParam"
0x71013efa9f,"WhiteAlphaAdd"
0x71013efaad,"BlackBaseColor"
0x71013efabc,"ノイズテクスチャオフセット"
0x71013efae4,"IS_USE_NOISE_TEX"
0x71013efaf5,"uIndirectTexParam1"
0x71013efb08,"uCanvasParam"
0x71013efb15,"None , PaintWater , PaintRough , ConcentrationLine"
0x71013efb48,"中心圧縮する"
0x71013efb5b,"コインのノーマルブレンド率"
0x71013efb83,"cWorldNormal"
0x71013efb90,"uMetalParams4"
0x71013efb9e,"ノイズ混ぜ合わせ量"
0x71013efbba,"タイルサイズY"
0x71013efbce,"CRTDistortion"
0x71013efbdc,"MeData"
0x71013efbe3,"SeMeTrapezeJump"
0x71013efbf3,"Depth"
0x71013efbf9,"MinY"
0x71013efbfe,"cReflectionSampler"
0x71013efc11,"ActiveTotalTime"
0x71013efc21,"CollisionCheckDist"
0x71013efc34,"AudioListenerParamArea"
0x71013efc4b,"CameraWallArea"
0x71013efc5a,"GhostPresentBoxHideArea"
0x71013efc72,"OffCollideArea"
0x71013efc81,"RotateSignSide"
0x71013efc90,"MoveEndDown"
0x71013efc9c,"PressDown"
0x71013efca6,"SwitchStartDemoEndOn"
0x71013efcbb,"透明ブンブン"
0x71013efcce,"HrBlockingHitLast"
0x71013efce0,"PgLaserBeamEndNear"
0x71013efcf3,"ShellLand"
0x71013efcfd,"HipDropGuide_SingleJoycons"
0x71013efd18,"HairL3"
0x71013efd1f,"PgLaserBeamLv"
0x71013efd2d,"ShellWheel"
0x71013efd38,"ShellWheelStartRight"
0x71013efd4d,"Koopa"
0x71013efd53,"JumpStart02"
0x71013efd5f,"JumpStart03"
0x71013efd6b,"DamageSmallSecond01"
0x71013efd7f,"BreakWall02Wait"
0x71013efd8f,"BreakWall02End"
0x71013efd9e,"ShotKoopaLastCircle"
0x71013efdb2,"頂上"
0x71013efdb9,"ClimbOutLoop"
0x71013efdc6,"Vanish"
0x71013efdcd,"DemoAppearSM"
0x71013efdda,"AppearDivision"
0x71013efde9,"SuperBowserPhase1"
0x71013efdfb,"SpawnPoint"
0x71013efe06,"LaserChargeArea"
0x71013efe16,"FallingPillar"
0x71013efe24,"DisappearNormal"
